1 271.76436400413513 5.6179734487086535 0.9783
2 566.6423499584198 4.272611388005316 0.9826
3 826.003931760788 3.596162716858089 0.9857
4 1089.0283946990967 3.3551902109757066 0.9859
5 1345.8667685985565 3.2394401512574404 0.9863
6 1605.4776601791382 2.9374158864375204 0.9881
7 1860.9040067195892 2.9076531504979357 0.988
8 2121.620939731598 2.6740161084744614 0.9885
9 2371.2758378982544 2.6086065291892737 0.9894
10 2614.0912532806396 2.5908313825784717 0.989
11 2881.5968997478485 2.4465364336501807 0.9897
12 3141.696939229965 2.362297197658336 0.9899
13 3399.6615574359894 2.3626235218252987 0.99
14 3655.6673245429993 2.3806418780004606 0.9901
15 3909.0207080841064 2.3276879964832915 0.9895
16 4158.741520404816 2.2868260370451026 0.9901
17 4438.688635826111 2.2222612445475534 0.9905
18 4720.637163877487 2.2169892741949297 0.9905
19 4979.9441459178925 2.1725744755240157 0.9909
20 5243.357686042786 2.1812758756568655 0.9908
